reviews,sentiment
sent grand parent wonderful anniversary praise tajevery time speak talk entire fraternity day special cut cake breakfast table room decorated balloon flower offered late check aim make sure perfect anniversary sending best guy exactly wanted expectedthank soo much,Positive
everything ever heard read seen dreamt true much much stayed six exquisite day iconic establishment still able vacation day finished arriving busy time lobby quickly welcomed sincere smile welcome drink check club room effected privacy lounge escorted room sixth floor luxury attention minutest detail watchword room perfect high quality furnishing spotlessly clean bathroom conceivable facility hand daily breakfast sea lounge choosing extensive buffet delight,Positive
major attitude problem security officer mr guru duty manager mr arjaan happen visit gateway evening family dinner may also checked happen give car vallet staff proceded inside meet guest lobby area family planned short walk gateway dinner planned golden dragon stepped outside stopped security mentioning going outside take car along enough parking politely mentioned planned dinner family tonite going short walk insisted take car,Positive
went birthday year march 2 night upgraded staff decorated room balloon flower lovely touch xx staff lovely helpful also went history tour around interesting well worth visit,Positive
lucky enough first stay earlier year totally fell love much took teenage son last week could experience say travel fair bit family stay many marvellous worldwide 'the taj' special son think completely amazing way teenager easily pleased lucky upgraded wing returning guest really faultless way butler throughout wing brilliant know want know standard cleaning brilliant little touch like bookmark put book,Positive
fabulous experience bit history bit elegance old world charm pampered moment arrived restaurant staff exceptional always eager please willing go extra step make breakfast special manager heard daughter visiting historical site suggested guide bring sandwich immediately appeared packed lunch pool staff attentive taxi arranged waiting airport thank memorable stay,Positive
"said tear face world like huge pearl especially sunset totally surreal wait get ""princess diana"" photo worth bit scary trying enter dome small doorway thousand people squeezing time inside worth crush ""guides"" show stone set wall little torch expect tip that's highly recommend agra city dirty dangerous stay long",Negative
wonderful experience moment arrived left travelled husband 2 child enjoyed aspect staygrinning_face_with_smiling_eyes breakfast delicious alot variety alot staff wait service,Positive
spent two night recently chose property reputation location gateway building facility beautiful well located within easy distance many attraction dining option section still maintains old charm sophistication pool area beautiful relaxing breakfast shamiana superb found bathroom tower section small otherwise issue visit future,Positive
iconic always list place stay disappoint time arrived time left airport unable fault service offered ambience décor staff food room amenity luxurious welcoming heat hussle add list place stay disappointed,Negative
loved service nice people helpful able solve challenge location convenient wish electricity outlet low floor quite noisy even sea view side,Positive
great place stay best locationbest ambience courteous staff impeccably cleanhighly recommendablealthough costly worthyone splurge worthy swimming pool good recreational game adult kid likesnooker etc,Positive
epicure member access stay property dinner masala craft restaurant shamania pleasurable experience great weekend stay look forward next visit soon,Positive
may cliche great experience peak hour pretty easy land table near window view gateway monument got great table even though dining alone best value town go formal tea service 25us including standard three tier silver tray massive buffet indian delicacy budget constrained order pot designer tea enjoy ambiance menu item immediately boost bill price formal tea service outside chance visiting cruise ship independently short taxi ride main port actually walked back took 2025 minute double check time tea,Positive
three week travelling around daughter husband car train eventually plane face another overnight train journey arrived one night stay considered reward touch luxury everything expected everything seen television series called treated like royalty despite arriving early morning 6am filthy tired another overnight journey train goa taken beautiful lounge given welcome drink non alcoholic cocktail followed tea coffee charge upgraded room grand luxury room sea view arranged,Positive
overall stay superb rich actually make feel king leaving many heritage sculpture painting book kept lodge amazing,Positive
seven travelling booked suite arrival 17 yes seventeen piece luggage collected staff loaded onto one trolley bit worried nice wanted share room aunt mum thought accommodate three room need worried asked like extra bed however bed size 5 side football pitch fine let start beginning checkin pleasurable approach front desk taken lounge away main reception formality completed bag tagged shown room customary draping garland flower bindi thats dot,Positive
amazing make sure stay old part property british raj grand amazing swimming pool nice deep cool also pleasant breakfast adjacent pool,Positive
amazing stay amazing hospitality amazing service perfect location perfect checkin perfect checkout outstanding house facility free hi speed wifi happy satisfied service prefer guest stay love specially old wing room,Positive
many one get 5 star treatment 5 star additional benefit sheer history place enjoy stayed 3 night long ayurvedic treatment south deserved pampered room smelt little damp initially put air conditioning however pointed concierge immediately contacted manager's desk moved different room real disappointment able get slot spa stay much perfect,Positive
first trip picked anywhere better start chosen based documentary shown uk towards end last year idea expect certainly disappoint one concern arriving landmark le truth feel home throughout stay never feeling hoard people visiting look around lucky enough upgraded club room 6th floor meant got advantage associated room notably able partake complementary afternoon tea drink,Positive
blast staff courteous kind feel welcome room spacious lovely furniture extra comfortable bed amenity one need vacation cant wait come back feel like royalty,Positive
dropped coffee round corner although cheap place beautiful incredible staff obliging helpful heard delight sip cappuccino overlooking lovely pool garden perfect,Positive
second time stay wing fantastic can't comment tower wing stayed one best world supposed winter perfect eat breakfast beautiful pool world time summer hot that's hotel's fault service room matter level food fantastic alsways stay,Positive
greta place stay exciting experience one must never miss staff great helpful nice location beautiful next sea beautiful gateway lot place visit around especially restaurant,Positive
"wonderful stay week part training programme wife daughter joined towards end single word describe stay ""delightful"" property heritage wing precedes gateway tour offered evening must enjoy art check window air see nuance architecture travelling child room service experience daughter convinced served ""princess dinner"" distraught leave return bangalore activites around include various cafe eatery around sail based size group could charter boat got done",Positive
true 5 star service faultless large choice restaurant lot place relax going stay pay extra stay club experience traditional luxury,Positive
always enjoy trip include stay everything service great room common area wonderful really go way make stay great lot attention detail,Positive
perfect location sightseeing tastfull comfortable clean room traditional stylish extremly helpfull friendly staff request got fulfilled nice decoration art flower,Positive
exceptional many level location second none building outside stunning view gateway best decoration tasteful classy service impeccable employee security staff entrance manager smily courteous friendly breakfast extensive varied pool amazing deep long wide busy room amenity need bring restaurant top notch one best stay big thank,Positive
spent 4 night double en suite room tower honeymoon january room spacious comfortable small balcony overlooking gateway recommend spending extra sea view staff prewarned feel welcome adding special honeymoon touch room service impeccable throughout stay highly recommend 5 oclock tour lively interesting introduction heritage insight history visited couple restaurant bar lovely way explore food expensive amazing stayed give restaurant miss load,Positive
clearly one better excellent facility including gym unindian good gorgeous pool adjacent bar 10 restaurant never get bored nevertheless rate 4 star 45 mind room small corridor smell little old location optimal latter check need booking far airport many business newer part town lucky time 70 minute drive airport lot worse get wrong amazing especially old building nice tower also fantastic art display pool stay certainly warranted finally,Positive
stayed many fabulous world one certainly rate one top 3 management need award best run everything run like clockwork stayed 5th floor main saw room tower main certainly best two breakfast main restaurant bit bun fight morning get quite busy mine sea lounge great view much pleasant good breakfast elegant stylish sophisticated without face time felt welcome service simply outstanding faulted definitely back simply brilliant,Positive
fun filled leisure weekend kid fun checked late around midnight sleep till 5 morning mom good night sleep wife watsapp group posting calm quiet gateway snap 4am morning got sea view room 19th 17th floorhad sumptuous breakfast morninggood spread long story short yet another kewl weekend back soon,Positive
absolute class service location history everything restaurant top floor little disappointing can't take anything gateway across road pool great great spot stay,Positive
pleasant stay everybody nice helpful thank lubna making wedding anniversary special one thank anil excellent house keeping thank saurav sharma delivering great service tea lounge,Positive
place fast becoming favourite place weekend getaway within city lived tower side side definitely royal trick feeing like royalty walk grand staircase location fabulous stone throw away best restaurant city iconic landmark define excellent service lovely pool best restaurant within clearly make winning choice,Positive
stayed many many time maintains consistently fantastic standard thereto simmer staff room facility amazing room magical peaceful heavenly give comfort wish butler service efficient nothing much trouble thanks,Positive
nice stay attentive staff room nice clean service level top notch think price reasonable quality european standard important point however extra outrageously priced 15 mojito pool outrageous opinion,Positive
stayed time round excellence great service gateway outside front door right want everything breakfast fine busya lot arab stay burka everywhere breakfast bit zoo tried chinese good way good chinese careful go need china fix booked come back highly recommended,Positive
service friendly impeccable five star make solo female traveler feel looked secure big city even provided total assistance post 3 box po location good provided experience driver airport pickup cost worth,Positive
instead must visit place specially heritage tour brief legacy life time experience location hospitality legacy tell also becoming part various memorable painting art gallaries shopping inside many thing feel,Positive
chaotic city little bit calm amazing city perfect definitely worth paying room overlooking gateway stayed suite included nice touch afternoon tea cocktail hour etc pool area well maintained plenty cold water readily available staff amazing always hand assist chauffeur car airport also nice touch food normal 5 price walk around corner many place eat tasting menu japanese restaurant one highlight see top 100 restaurant world side amount non resident wondering around expected,Positive
amazing many different restaurant great place quality item entrance till room restaurance high lot thinking around feel place reception enourmous old antic master piece richness food quality also good celebrated anniversory wonder full time,Positive
partner stayed 2 night last year prior jumping cruise ship like oasis traffic trying walk dirty noisy busy street arrived quite late night greeted concierge lady sorted luggage security barrier front implemented bombing 2008 took straight room quite standard room small balcony usual item 5 star great room service quick attentive staff nice view pool organised cold towel welcome drink slept soundly woke usual muggy humid weather checked saw,Positive
always life reputation home away home vibrant city situate bombay excellent reception warm send offalways leaf one feeling wanting go back,Positive
amazing hôtel gorgeous main building stayed club level amenity image access lounge day long refreshing cooky 1830 cocktail win horsd'oeuvres 2030 cognac chocolateall club guets access luxury treatment restaurant incroyably extensive taste quality negative point red wine warm wasabi restaurant excellent service easy checkin checkout wonderful pool resident main building best room street side face gateway klaxon sound always present mumbaï highly recommanded,Positive
great time staying boyoboy gr8 great people great interior ofcourse experienced royalty place realised place called crown mumbaii incredible opportunity stay historical gem two night december 2014 mother part tour firstly genuine respect appreciation esteemed general manager mr gaurav pokhariyal overseeing setting vision world class detailed attention accommodation guest furthermore appreciation shamiana's assistant manager mr akshay mirajkar deputy housekeeper m shruti daruka taking good care mother affording many special touch experience,Positive
fantastic impeccable service dining option expensive avoid room dining restaurant serve far better food spoilt choice dining option many dining option right outside back side including street food many fine dine option incase wish save buck,Positive
among enduring experience carry tag quite easily overlooking gateway expanse arabian sea luxury property heritage intertwined tinge tragic spent four lovely day family great time knew special occasion starting ewelcome personal call went way pamper without intrusive timeless elegance hallmark aura,Positive
stayed last week third time week everything great usual came check got text bank confirming credit card payment completed transaction amount agreed confirmation investigation proved making massive 6 currency exchange rate challenging told hotel's bank making charge lame excuse end result customer still faced hidden 6 charge wonder many billion rupee bank making year sharp practice poor,Positive
great time staying boyoboy gr8 great people great interior ofcourse experienced royalty place realised place called crown great place able meet many celebs,Positive
incredible opportunity stay historical gem two night december 2014 mother part tour firstly genuine respect appreciation esteemed general manager mr gaurav pokhariyal overseeing setting vision world class detailed attention accommodation guest furthermore appreciation shamiana's assistant manager mr akshay mirajkar deputy housekeeper m shruti daruka taking good care mother affording many special touch experience memorable dreamlike filled hallway full stunning art work one can't avoid swept grandeur history really strongly recommend try best,Positive
walking place like southern like nothing ever could dreamed walk air conditioning hit feel chill throughout body upgrade occurred fact staff member smile asked time walk maybe fact corner restaurant smell like heaven pool area spectacular shower room incredible nothing derogatory say wonderful,Positive
must try biryani awesomewith great taste come aromatic flavour tingle sens make memorable dish savour plus hospitality service outstanding,Positive
place like second home cannot imagine without place service luxury well worth favorite either shamiana restaurant pool side nothing better glass chardonnay pudina prawn,Positive
best experience ever highly recommended business pleasure stay butler service one skip food excellent overall service outstanding,Positive
first stay may say delight stay truly wonderful heart truly capture ambiance serviced extremely professional cheerful dedicated staff,Positive
visiting must stay excellent locationnear street shoppinglot happening place near bygood night lifegood restaurant hospitality excellentnear business center give full mark stay,Positive
though stay limited day well worth time spent hospitality extended staff comfort exactly wanted midst busy official schedule meeting site visit well deserved come back next trip,Positive
ever visit must try tea speciality food good room service well timerestaurant good good preparation round hospitality good try 24 hour food well time quality good,Positive
stayed various favourite make sure stay wing enjoy ambience room designed taste equipped top shelf amenity everything work service great unique architecture flair great stair case sea lounge garden,Positive
stayed two night tower part absolutely wonderful room decked balloon rose petal beautiful flower arrangement left mostly ate feel confident eating except one place fort visit broken trip jodhpur return treated side truly expect service impeccable,Positive
simply put finest we've ever pleasure staying we've stayed finest world none better period conceivable facet nothing le remarkable,Positive
perfect place stay feel cultural heritage breakfast excellent continental breakfast indian cuisine could find almost everything housekeeping also attentive putting rose petal bed relaxing amenity bedside table sleeping quality high quite curtain able darken room completely,Positive
strayed many time great fast wifi really hot shower great location frandly staff cvvbbbbbbbbbbbbbnnnnnnnbbbbbbbbbbbbbggvvbbbvvbbbnbnnnnnnbbbbnbbbbbbbbbb hhfdddddddfffgggghhjjjjjjjhgggfffggggggggh,Positive
stayed 10 night wing sea viewour room fabulous treated like royalty nothing much trouble butler available 24 hour day organise hertitage walk around inside interesting informative favourite restaurant within golden dragon serving chinese food food delicious service fantastic decor wonderful opulent beautiful ate lunchtime pool good choice foodbreakfasts amazingnot forgetting two shopping arcadesfree wifi 24 hour,Positive
absolutely outstanding service unbeatable food resturant amazing ordered chicken curry rice never tasted anything like beforeit delicious exceptionally clean beautiful poolside definitely recommended everyone nothing like elsewhere,Positive
stand name excellent service clean room fell like maharajah room clean well managed quite room excellent quality price good couple see lot kid good family stay also,Positive
everything stay amazing set car arrive pick airport experience smoother driver exactly said he'd sign last name immediately took bag escorted air conditioned car complete water moistened towel sweet described everything passing drive extremely interesting upon arrival bag taken room check done room one staff member showed feature room showed adapter requested prior arrival offered beverage took credit card number passport copy,Positive
one best best place stay anywhere service unbeatable value money excellent ambiance style comfort right relaxing 'escape' well known long standing high reputation fully justified stayed 30 year ago good see standard stood test time,Positive
fantastic stayed several time tower wing service wing good room clean neat unfortunately room tower need upgrade starboard bar nice good band zodiac always great food service good spa also worth trip lunch poolside like feel special time stay night wing,Positive
luxury history walking distance main attraction confortable swimming pool nice breakfast welcoming staff tour show worth wifi good,Positive
wonderful stay 2 night beautiful round afternoon tea must staying staying round excellent staff service comfy room bit far shopping that's plan looking relax wind hectic trip place,Positive
one best stay true gem excellent staff clear room mealsrestaurant bit expensive side location ideal commuting downtown bom bit challenge especially traffic outweigh beautiful clean room,Positive
everything perfect possible think marvelous experience elsewhere mean beauty security sense hospitality respect privacy convenient price think quite indian spirit beautiful generous effective quality help become one important country world wait rebirth time,Positive
saw many time side decide book room expectation hight lobby confirm room poor traffic noice strong even room 10th floor waiter staff exelent kind swimming pool nice location traffic noice strong,Positive
flagship resort indian company limited ihcl subsidiary collectively known resort recognised one asia's largest finest company built jamsetji n tata 1903 british allowing jamstji tata indian five star jamsetji wanted teach lesson british building 5 star symbol indian hospitality 70 company undertook major expansion constructing adjacent tower block increasing number room 225 565 room including 44 suite situated sea front overlook majestic gateway,Negative
invited official ceremony presentation followed cocktail dinner amazing decor people overall ambiance superlative pianist playing melody good dinner 7 course meal served round table one see efficiency staff serve 200 odd guest simultaneously like clockwork precision elegance nothing tell food taste choice item good memorable experience,Positive
exceptional building first class staff even better come back stay quality room excellent rare central ac actually powerful enough room staff immaculate courtesy absolute pleasure,Positive
easily favourite five star experience ever complete package gorgeous beautifully appointed suite delicious food fabulous service cannot wait go back complaint slightly disappointed massage jiva spa,Positive
excellent great weekend iconic colaba great view gateway sea overwhelmed courtesy service extended entire staff stay hotelit world class traveled family celebrate special moment parent extremely happy nostalgic throughout stay must vist ever,Positive
value money magnificient ambience reminds past historical indian glory homely food homely atmosphere pleasure staying specially harbour bar tooo good,Positive
miss staying least one night take tour offered learn history enjoy spot art view atmosphere,Positive
spent 3 day 2 night march 2015 tower part amazing prefer sea side view fantastic also good dinner indian restaurant masala kraft highly recommend,Positive
stayed wonderful historic staff polite professional curry delicious handy financial district recreation area around pool gym clean modern facility,Positive
one night stay may'15 good nice walk around lot place eat outside well room quite good although best stayed amenity excellent,Positive
stay dont get room sea facing gateway facing view worth paying price got room horrible view actually nothing apart view room par 5 star nothing extraordinary last time visited got upgrade upgraded room much better business conference facility conference room actually worst experience room large projector screen adequate much glare shine coming extremely difficult view screen additionally outside noise road since conference first floor road facing also wedding one day becomes extremely challenging guest,Positive
hired taj's exclusive rendezvous 21st floor program held 2nd 3rd may 2015 day 7 6 pm starting breakfast session raageshwari sunil parekh silva mind method theta healing taking charge financial blue print powerful mind technique create money management system staff deputed assist worked hand hand organizing timely breakfast lunch tea break put yet lot extra effort turn banquet hall siesta hall bedsheets rolled towel headrest raageshwari conducted session theta healing feel obliged look forward holding coming workshop,Positive
nearly everyone want help make stay happier one staff seem able read mind know might wanted even without asking stay extra special personal care,Positive
stayed 4 night early may room part lovely colonial atmosphere overall service accommodation good used spa twice recommend mary good masseuse restaurant bit hit miss loved souk masala kraft interesting experience zodiac expensive offered overall recommend,Positive
location awesome room nicely rose pebble greeted well staff really friendly n take extra effort make comfortable food awesome really take hospitality seriously looking forward stay,Positive
wonderful experience stayed front beautiful monument marvellous view sea recommend beautiful place stay start vacacion business trip city trip recommended people interesting visited gandhi house temple laundry watersystem park slum,Positive
wife booked bday surprisehotel doubt one best property promised gradation room dint happen also found service quite slow little room flexibility waiter attendant overall much hyped average stay,Positive
found excellent accommodation historic wing 1 12 hour guided tour facsinating worthwhile conciege organized dawn cycling tour city interesting exciting first rate way look forward staying soon possible,Positive
arrived long drive pune welcome reception nice shown room tower beautiful view gate finally time relax unfortunately construction work done noise quite give relaxed feeling longed decided unpack went reception kindly ask possibility stay reception kindly looked possibility asked come back minute came back still somewhat tired need fresh mr jagat yajnik greet moment experienced royalty must feel treated daily basis first guided harbour bar could sit cool refreshment took,Positive
centrally located unbelievably enjoyable experience introduced new level luxury breakfast elegant tasty tea time professional happy hour wide selection drink dinner aperitif elegant finish busy day,Positive
visited great ambience exxterior interior awesome shamnia restaurant sunday brunch variety food huge dish tasted great service also good sunday brunch non alcholics come around 3300 per head really worth must visit foodie,Positive
location service comfort room service impeccable staff helpful must checkin plan trip experience,Positive
club suite excellent choice part thoroughly pampered looked afterit fully met expectation slight issue breakfast final day due early departure flight accommodated definitely go back recommend staff friendly helpful excellent,Positive
incredible place stay attention detail fantastic location superb staff incredibly attentive go back tonight could fact probably live,Positive
wonderful experience staff seemed fond place work truly museum well taken care far one best experience,Positive
well located stay easily reach interesting spot offer good facility rest like oasis lively special thanks team reception housekeeping restaurant breakfast,Positive
excellent highly recommended especially wing ate two restaurant food excellent overly expensive painting art work corridor outstanding,Positive
generally prefer staying impeccable service staff always courteous ready help however breakfast shamiana mark delay service quality also good,Positive
one best experience palce upgraded suite serivce got world staff brilliant leopold round corner recomand anyone lifetime,Positive
husband stayed long weekend blown away pure luxury nice wander busy street return relax pool stayed club room breakfast afternoon tea cocktail included price worthwhile weekend busy main reception always lot people photo's taken restaurant quite expensive though probably expect visited one preferred visiting local cafe's eat leopolds amazing wonderful experience staff really go extra mile,Positive
beautiful amazingly courteous attentive staff even maid service checked often ensure perfect stay working chaotic waking incredible relief balanced city life luxury living,Positive
offer luxurious indulgent stay business leisure purpose helpful staff excellent service stay true lofty name reputation love visiting staying always,Positive
visiting frequently staying many primarily group beautiful setting great service time exceptional round food room staff gym quiet room exceptionally clean well maintained can't bit location great experience,Positive
last month took family holiday could understand property name symbolises unique wonder world front office people upgraded dream desire staying one request classic interior ultra modern facility class property could see many old staff get see five star day clearly show care staff staff reciprocate guest baby sitting service son excellent concierge service helped get best disc city also managed entry without cover charge life time experience wow,Positive
impression overall historical building art find place room location close best shop city make stay wonderful service well educated engaged people excellent different restaurant completing stay wonderful experience want miss,Positive
great stay staff professional also nice food best get breakfast buffet really super room sea view everything need pool area good pool nice deep stay top,Positive
recently stayed say wow traveled quite lot never experienced service good everyone always happy help smile face informed mum birthday balloon rose delivered lovely dessert arrived late b minute sent complimentary fruit top sorry breakfast yummy waiter helpful request big tour great 5pm day get real insight thanks great experience,Positive
always stay trip never disappointed best middle eastern food outside middle east try chef simon cook souk shwarma delicious ask waiter good wine guy know,Positive
employee helpful pleasant beautiful work art inside definitely recommend solo female travelor felt secure cared service outstanding,Positive
praise highly enough staff standard even kept bar open team thirsty cricket supporter could drown sorrow match one celebrate success match 2 great food 24 hour day superb access sight south bedroom excellent,Positive
exceeded expectation upgraded room booked deal online tower room i'd seen tv documentary bbc expecting somewhere special beautiful looked series importantly feel welcome member staff seemed genuinely proud garden pool area delight real oasis madness city beyond wall definitely stay find,Positive
place knew good enthralled building stunning staff amazing helpful attentive room could comfortable cocktail bar take tour city car great way explore first time can't wait return concierge helpful needed make arrangement staff could nothing much trouble,Positive
experience exclusive classic vintage heart felt staff could enough respected space feel welcome home many around world look modern bling nothing come close far definate thumb love come back,Positive
amazing experience got free upgrade stay amazing feel like celebrity staff courteous helpful time however want better dinning option given car valet 2 day someone least washed car,Positive
family four including 2 small child stayed past weekend one memorable enjoyable stay weve long time deputy manager isha mehta wonderful team went way accommodate need request ensured well treated cared entire stay exemplary guest service staff sea lounge lounge breakfast high tea cocktail hour chocolatecognac session noteworthy mention m mehta definitely role model good manager treated guest cordial smile utmost consideration respect although remember name wonderful staff,Positive
accompanied husband business trip decided stay couple extra day order stay due extra day pay accommodation able finance stay opted one better sea view tower room previously arranged concierge car pick airport waiting arrival greeted like vip's arrival led lobby area palacejoy joy upgraded sea view room room large delightful seating area alcove overlooking sea wonderful view gateway room contained everything needed away home stay,Positive
staying best experience ever staff anticipated need without saying anything hope return recommend consider treating experience lifetime also wonderful place spend week,Positive
wonderful peaceful experience away maddening crowd staff amazing food excellent service superb 18 busy day traveling oasis luxury,Positive
actually 2 km city center 32 km chattrapati shivaji international airport also availble free parking especially innerside lot arrengment servicing sleeping hearty mealsprivate balcony elegant room tastefully furnished fine linen classic wood furnishing offer comfort flatscreen tv sofa luxurious bathroom feature bathtubthis iconic 5star feature landscaped pool fitness facility firstrate spa provides 11 dining option free wifi available throughout property like heaven stay time,Positive
"come high expectation sigh relief luxurious place point ostentation great laundry service fair food superb pool poolside nice staff nice artefact often even need two ""helpers"" latch onto the'yre shy showing tip enough need problem help find place charge phone lobby terrible smell let's say ""must"" nice whole place lobby adn public area cover artificial perfume give headache also lobby construction going regard guest trying conversation first room terrible ac smell like last years'",Positive
beauty matched excellent service huge pool moreover unique oasis middle hot noisy city used day extensively swim rest drink,Positive
though thoroughly enjoyed stay lacuna considering fact booked high value club room two night club suite pretty standard compared 5 star bigger size special room amenity room couch single seater sofacouches common even 5 star basic room response room service duty manager phone extension time evening nightswe eventually call operator extension stuff garlanded welcomed special way unlike guest especially foreigner snack hitea cocktail hour bland nothing special offeredeven non 5 star,Positive
cool fragrant oasis calm midst steamy bustling hard fall love beautiful fresh flower large lobby pristine room friendly staff lovely pool outdoor seating breakfast great however restaurant feel bit sterile time perfect base work holidaying,Positive
extremely courteous staff excellent service standard highly recommended number actually individual extremely important quality team,Positive
lovely location great site seeing major refurbishment huge reception area look place vega top named boutique wonderful selection restaurant first class also within amazing collection historical piece beautifully appointed room excellent staff facility,Positive
2 section old traditional section prestigious elegant modern section stayed modern section 3 night location excellent facing harbor beautiful view service excellent discreet friendly available efficient room spacious comfortable clean nice view design like old section's charm well swimming pool back price private guide obtain stay heavy discounted price 50,Positive
first time solo female traveller cannot rate highly enough everybody feel comfortable ease iconic opportunity return never stay anywhere else,Positive
stayed old part heritage wing room 2nd floor marvellous view gateway arabian sea staff attentive welcoming food good breakfast choice using sea lounge outside terrace swimming pool water swimming pool anything hot setting lovely given tour history day arrival one tiny thing appreciated mirror near hair dryer plug i'm sure i'd asked one brought ask one night given another room sleep wedding ballroom beneath likely noisy nice touch,Positive
recently wife booked weekend break really word describe enjoyable stay charm staff attentive courteous stay special staff front desk restaurant spa staff make feel like important guest stayed many perfection smallest detail attitude staff always excellent found little bit special beautiful tour evening explaining history found interesting great weekend recommend everyone,Positive
accommodation service excellent recommend experience anyone travelling business leisure architecture history people visiting worth room rate,Positive
staff exceptional stayed 5 night town indian wedding stayed tower suite room old downside need updated ground beautiful pool area lovely spa gym exceptional daily breakfast also nice great location recommend anyone visiting,Positive
upon arrival departure service wow service group mantraaccommodated family way possiblethank breakfast yummylove dragon fruitchocolate cognac tasting wad first hubby experiencemy second stay get better tour must guest informativewhen walk long day sightseeing shoppinthat fragrance relaxes youpity get enquire itdefinite next staya big thank entire staff making stay memorable one,Positive
spent nice weekend impressive architecture atmoshere still comfortable private staff engaged good english language skill seem read wish customer lip room nice one could expect clean nicely prepared club package adding higher price entry lounge free beverage snack worth got pickup bmw airport used late checkou option well spa service cheap also excellent one best stay far easily comparablebetter western,Positive
visited long weekend break wife bit apprehensive paying high price sometimes want kid see place iconic place history stay sure right decision right checkin complimentary upgrade bouquet flower evening everything charming pleasant seafacing room presented breaktaking view gateway vast sea missed heritage tour property 500pm actually make aware historical importance property stay mustdo bucket list item regret location awesome close leoport cafe bade miya necklace road fashion street cab friendly,Positive
stay cause cruise cooled visiting gateway many local cool respite others wonderful lunch went shopping causeway something two block behind trinket scarf knock watch fun got hot shopping whole area reflects former glory day,Positive
beautiful experience one likely moment enter transported magical place time staff offering top class nothing could expected stay,Positive
like name suggest huge king room day took suite amazing ambience decor world service quite nice food tasty definitely wanna stay,Positive
without doubt unique experience worth money reputation excellencethe moment enter greeted scent flower warm welcome staff encounter service prompt staff go extra mile meet request help reduce stress room comfortableours overlooking gateway comprehensive range fitting worked cleaning service several time day room large ample breakfast selection satisfy taste service excellent tried masala kraft restaurant harbour view bar great experience could fault location course also ideal downside,Positive
among best per experience food good comparing price pay service house guest expected rest per standard location best part since located front gateway,Positive
right check check found everything faultlessthe service best staff helpful andfriendly food deliciouspool area best ever spoiled ever attentive staffnot expensive expectjust go theregreat location restaurant sightseeing market outside,Positive
excellent well located huge clean confortable room good service pleasant staff five different restaurant outstanding breakfast highly recommend enjoy,Positive
adventure sight behold must stay experience superior service staff experience i'll say good adventure sight behold must stay experience superior service staff experience,Positive
memorable one day stay member staff extremely polite genuinely helpful night arrival graciously welcomed comfortable lounge luggage brought given good overview facility available loved garland tika given staff member refreshing complimentary tea delivered room needed tiring 20 hour travel room bathroom impeccably cleanit almost 1230 got try restaurant chicken biryani ordered extraordinary chicken biryani numerous worldclass restaurant stopped business center needed assistance,Positive
overlooking gateway simply breathtaking place stay best service experienced anywhere staff key certainly benchmarked quality training clear see arrived long day travelling late evening assistant showed room could clearly see offered cappuccino snack room small gesture feel relaxed appreciate historic day 1 plus location location location unbeatable,Positive
opulent right next gateway one famous landmark 'last stance' remaining terrorist attack 2008 high tea feel safe lot security service second none building magnificent one beautiful i've seen world well worth look,Positive
service unparalleled building ground amazing room perfect lucky enough upgraded historic original building love exploring new city time pool,Positive
enjoyed time greeting joy food japanese excellent view window nice breakfast healthy verity food thank back dr hani fetyani,Positive
everything outstanding however attentiveness unfailing courtesy professionalism member staff something make whole experience fabulous budget stretch stay room,Positive
got upgrade room sea view facing gateway pool area amazing high tea buffet excellent course spa treatment expenssiv staff friendly wifi paid extra inadmissible 5,Positive
location one finest world offer beautiful view room offer extremely well laid room corridor offer wide variety cuisine one excelling service offered world class,Positive
"enough loyalty point spoil stop stop brand travelling booked 2 night week work arrival departure treat like said uk tv program ""like god"" perfect view bay gateway room totally functional clean well maintained impressive thing service industrial service trade taken photo demonstrate good service staff thank one housekeeping staff something actually embarrassed thanks saw service walking corridor staff greeted warmth genuine warmth concern top impressive building location",Positive
experience teenage daughter wonderful i've stayed nearly tajs can't fault place huge yet maintain personal service location best place town beside freedom gate everything that's worth seeing doorstep weird say felt french rivière watching boat bob glistening water room wee bit small breakfast superb eat overcrowded coffee shop area languor beauty garden enjoy marble pool huge suffer lack sunbeds given towel told lie grass weird one best peoplewatching fantastic,Positive
provides life time experience staff incredibly attentive kind service outstanding restaurant unique amazing going pool garden enter peaceful oasis right heart busy buzzing city staying like journey back another century highly recommend must visit property,Positive
superb old historical excellent position overlooking arabian sea gateway monument service impeccable restaurant excellent must rank amongst one best world,Positive
service unquestionable lucky enough stay make feel like royalty long day sight seeing came back room oil rose petal beautiful dish soak foot,Positive
"lunch visit look round cruise lovely place lunch typical ""tour"" lunch beautifully presented buffet choice amazing dessert die staff also attentive courteous time relaxing fabulous pool area nice bar get something eat also also sound city tranquil spot definitely return stay day",Positive
great place stay home away home thing check check formality quality food service restaurant comfort stay room excellent staff treat care pleasure,Positive
disappointing witness guest allowed visit visit bombay month first time stayed rest assured shall repeat mistake disappointing witness premium property policy humiliating experience guest,Negative
offer excellent quality service classed 6 staff attentive intrusive concierge helpful stay cheap exceptional experience everything ask provided,Positive
great serving mehraja pleasant stay atmosphere resturant service thimg excellant thank thank thank thank thank thank thank feel like home,Positive
great place great dinning experience staff super friendly attend quickly went weekend gateway well attending business couple service great helped comfortable stay,Positive
typifies service old world charm stayed around world many among best room service nest food find anywhere ooze class aspect wall seeped history,Positive
